assignment_id,employee_id,role_id,year_month,hours_worked,customer_id,earned_amount
156,E0001,ROL003,2024-05,12.5,C002,375
157,E0001,ROL003,2024-05,10.5,C015,315
158,E0003,ROL008,2024-05,7.5,C010,270
159,E0008,ROL003,2024-05,27.5,C016,825
160,E0008,ROL005,2024-05,27.5,C001,742.5
161,E0008,ROL005,2024-05,9,C002,243
162,E0008,ROL005,2024-05,9,C002,243
163,E0011,ROL003,2024-05,58,C002,1740
164,E0012,ROL008,2024-05,44.5,C020,1602
165,E0012,ROL008,2024-05,18,C002,648
166,E0012,ROL008,2024-05,26.5,C002,954
167,E0012,ROL008,2024-05,15,C007,540
168,E0012,ROL010,2024-05,43.5,C008,1131
169,E0012,ROL010,2024-05,14.5,C019,377
170,E0015,ROL008,2024-05,42.5,C020,1530
171,E0015,ROL008,2024-05,25.5,C002,918
172,E0015,ROL008,2024-05,25.5,C001,918
173,E0015,ROL008,2024-05,21,C010,756
174,E0020,ROL008,2024-05,15,C018,540
175,E0020,ROL010,2024-05,26.5,C005,689
176,E0020,ROL010,2024-05,8.5,C001,221
177,E0023,ROL003,2024-05,42,C002,1260
178,E0023,ROL006,2024-05,13.5,C035,391.5
179,E0023,ROL006,2024-05,20,C005,580
180,E0024,ROL001,2024-05,12,C002,504
181,E0024,ROL001,2024-05,12,C002,504
182,E0024,ROL004,2024-05,29,C005,812
183,E0024,ROL004,2024-05,12,C006,336
184,E0024,ROL004,2024-05,24,C015,672
185,E0025,ROL001,2024-05,20.5,C001,861
186,E0030,ROL001,2024-05,25,C013,1050
187,E0030,ROL001,2024-05,50.5,C012,2121
188,E0030,ROL001,2024-05,61,C005,2562
189,E0034,ROL001,2024-05,64.5,C005,2709
190,E0034,ROL001,2024-05,64.5,C001,2709
191,E0035,ROL008,2024-05,47.5,C038,1710
192,E0035,ROL010,2024-05,17.5,C010,455
193,E0035,ROL010,2024-05,35.5,C007,923
194,E0035,ROL010,2024-05,9.5,C022,247
195,E0038,ROL008,2024-05,17,C005,612
196,E0038,ROL008,2024-05,34.5,C001,1242
197,E0041,ROL001,2024-05,6.5,C005,273
198,E0042,ROL007,2024-05,20,C005,400
199,E0042,ROL007,2024-05,8,C019,160
200,E0042,ROL009,2024-05,48,C005,1056
201,E0042,ROL009,2024-05,20,C018,440
202,E0045,ROL008,2024-05,9,C005,324
203,E0045,ROL008,2024-05,11.5,C020,414
204,E0045,ROL010,2024-05,33.5,C012,871
205,E0045,ROL010,2024-05,26.5,C005,689
206,E0045,ROL010,2024-05,40,C002,1040
207,E0045,ROL010,2024-05,26.5,C002,689
208,E0052,ROL003,2024-05,43.5,C017,1305
209,E0052,ROL003,2024-05,17,C026,510
210,E0052,ROL006,2024-05,3,C005,87
211,E0052,ROL006,2024-05,2,C005,58
212,E0052,ROL006,2024-05,2.5,C012,72.5
213,E0062,ROL001,2024-05,10.5,C001,441
214,E0062,ROL001,2024-05,27,C008,1134
215,E0062,ROL001,2024-05,13.5,C009,567
216,E0062,ROL001,2024-05,32.5,C001,1365
217,E0072,ROL001,2024-05,74,C001,3108
218,E0073,ROL001,2024-05,34,C001,1428
219,E0073,ROL001,2024-05,45,C039,1890
220,E0073,ROL001,2024-05,28,C012,1176
221,E0073,ROL001,2024-05,34,C002,1428
222,E0073,ROL003,2024-05,21,C005,630
223,E0076,ROL003,2024-05,16,C001,480
224,E0076,ROL003,2024-05,32,C005,960
225,E0077,ROL003,2024-05,13,C002,390
226,E0077,ROL003,2024-05,19.5,C005,585
227,E0077,ROL003,2024-05,13,C005,390
228,E0080,ROL006,2024-05,12.5,C005,362.5
229,E0080,ROL006,2024-05,12.5,C002,362.5
230,E0083,ROL010,2024-05,3.5,C012,91
231,E0083,ROL010,2024-05,3.5,C010,91
232,E0083,ROL010,2024-05,12.5,C005,325
233,E0096,ROL003,2024-05,13,C045,390
234,E0096,ROL003,2024-05,19.5,C001,585
235,E0104,ROL003,2024-05,26,C005,780
236,E0104,ROL006,2024-05,25.5,C001,739.5
237,E0104,ROL006,2024-05,51,C034,1479
238,E0104,ROL006,2024-05,63.5,C016,1841.5
239,E0119,ROL008,2024-05,32,C005,1152
240,E0119,ROL008,2024-05,53.5,C016,1926
241,E0119,ROL008,2024-05,21.5,C001,774
242,E0119,ROL010,2024-05,20,C001,520
243,E0119,ROL010,2024-05,20,C002,520
244,E0119,ROL010,2024-05,13,C001,338
245,E0120,ROL001,2024-05,19.5,C005,819
246,E0120,ROL006,2024-05,10,C005,290
247,E0001,ROL003,2024-06,36.5,C001,1095
248,E0001,ROL003,2024-06,18,C002,540
249,E0003,ROL008,2024-06,66,C044,2376
250,E0003,ROL008,2024-06,33,C044,1188
251,E0003,ROL008,2024-06,98.5,C002,3546
252,E0003,ROL008,2024-06,82.5,C020,2970
253,E0006,ROL001,2024-06,63,C001,2646
254,E0006,ROL001,2024-06,17.5,C014,735
255,E0006,ROL001,2024-06,17.5,C008,735
256,E0007,ROL001,2024-06,24.5,C005,1029
257,E0007,ROL001,2024-06,13.5,C016,567
258,E0007,ROL001,2024-06,49,C002,2058
259,E0007,ROL008,2024-06,8,C018,288
260,E0007,ROL010,2024-06,21,C005,546
261,E0008,ROL003,2024-06,18.5,C013,555
262,E0008,ROL003,2024-06,66.5,C005,1995
263,E0008,ROL005,2024-06,31.5,C020,850.5
264,E0008,ROL005,2024-06,31.5,C019,850.5
265,E0008,ROL005,2024-06,31.5,C018,850.5
266,E0008,ROL005,2024-06,38,C005,1026
267,E0011,ROL003,2024-06,91.5,C001,2745
268,E0011,ROL003,2024-06,91.5,C001,2745
269,E0012,ROL008,2024-06,36.5,C013,1314
270,E0012,ROL008,2024-06,43.5,C001,1566
271,E0012,ROL008,2024-06,43.5,C001,1566
272,E0012,ROL008,2024-06,14.5,C047,522
273,E0012,ROL010,2024-06,33,C018,858
274,E0015,ROL001,2024-06,30.5,C002,1281
275,E0015,ROL008,2024-06,14.5,C005,522
276,E0015,ROL008,2024-06,9.5,C002,342
277,E0015,ROL008,2024-06,9.5,C002,342
278,E0015,ROL008,2024-06,14.5,C001,522
279,E0020,ROL008,2024-06,10.5,C008,378
280,E0020,ROL010,2024-06,26,C002,676
281,E0020,ROL010,2024-06,65,C009,1690
282,E0020,ROL010,2024-06,39,C002,1014
283,E0020,ROL010,2024-06,21.5,C015,559
284,E0023,ROL003,2024-06,16,C001,480
285,E0023,ROL006,2024-06,5,C049,145
286,E0023,ROL006,2024-06,15.5,C005,449.5
287,E0023,ROL006,2024-06,5,C002,145
288,E0024,ROL001,2024-06,12,C001,504
289,E0024,ROL004,2024-06,14.5,C041,406
290,E0024,ROL005,2024-06,23.5,C005,634.5
291,E0024,ROL005,2024-06,71,C002,1917
292,E0025,ROL001,2024-06,18.5,C010,777
293,E0028,ROL001,2024-06,20,C005,840
294,E0030,ROL001,2024-06,23,C001,966
295,E0030,ROL001,2024-06,58,C015,2436
296,E0030,ROL001,2024-06,58,C020,2436
297,E0034,ROL001,2024-06,6,C034,252
298,E0034,ROL001,2024-06,24,C015,1008
299,E0034,ROL005,2024-06,8.5,C005,229.5
300,E0034,ROL005,2024-06,4,C001,108
301,E0034,ROL005,2024-06,4,C002,108
302,E0035,ROL008,2024-06,12,C002,432
303,E0035,ROL010,2024-06,14,C021,364
304,E0035,ROL010,2024-06,14,C001,364
305,E0038,ROL008,2024-06,14,C001,504
306,E0038,ROL008,2024-06,14,C002,504
307,E0038,ROL008,2024-06,41.5,C002,1494
308,E0038,ROL008,2024-06,17.5,C012,630
309,E0038,ROL010,2024-06,2.5,C001,65
310,E0038,ROL010,2024-06,5.5,C046,143
311,E0038,ROL010,2024-06,3.5,C016,91
312,E0041,ROL001,2024-06,25.5,C001,1071
313,E0041,ROL001,2024-06,17,C002,714
314,E0041,ROL001,2024-06,11,C038,462
315,E0041,ROL001,2024-06,51,C002,2142
316,E0042,ROL007,2024-06,43,C011,860
317,E0042,ROL007,2024-06,11.5,C050,230
318,E0042,ROL009,2024-06,46,C001,1012
319,E0042,ROL009,2024-06,38.5,C013,847
320,E0042,ROL009,2024-06,30.5,C044,671
321,E0042,ROL009,2024-06,15,C027,330
322,E0043,ROL002,2024-06,37.5,C005,900
323,E0043,ROL002,2024-06,37.5,C001,900
324,E0043,ROL002,2024-06,31,C016,744
325,E0045,ROL008,2024-06,35.5,C001,1278
326,E0045,ROL008,2024-06,35.5,C002,1278
327,E0045,ROL008,2024-06,59.5,C007,2142
328,E0045,ROL010,2024-06,11.5,C002,299
329,E0045,ROL010,2024-06,17.5,C002,455
330,E0045,ROL010,2024-06,11.5,C026,299
331,E0045,ROL010,2024-06,29.5,C019,767
332,E0052,ROL003,2024-06,66,C008,1980
333,E0052,ROL006,2024-06,33,C001,957
334,E0052,ROL006,2024-06,14.5,C026,420.5
335,E0052,ROL006,2024-06,27.5,C009,797.5
336,E0052,ROL006,2024-06,66,C002,1914
337,E0062,ROL001,2024-06,35.5,C009,1491
338,E0062,ROL001,2024-06,14,C005,588
339,E0062,ROL004,2024-06,15,C005,420
340,E0062,ROL004,2024-06,7.5,C001,210
341,E0062,ROL004,2024-06,15,C002,420
342,E0064,ROL001,2024-06,4.5,C001,189
343,E0064,ROL001,2024-06,2.5,C010,105
344,E0064,ROL006,2024-06,15.5,C001,449.5
345,E0064,ROL006,2024-06,19.5,C010,565.5
346,E0067,ROL001,2024-06,16.5,C020,693
347,E0068,ROL008,2024-06,12.5,C020,450
348,E0068,ROL008,2024-06,15,C044,540
349,E0068,ROL008,2024-06,22.5,C002,810
350,E0068,ROL008,2024-06,38,C014,1368
351,E0069,ROL001,2024-06,31.5,C001,1323
352,E0069,ROL001,2024-06,8.5,C013,357
353,E0072,ROL001,2024-06,12,C002,504
354,E0072,ROL001,2024-06,10,C009,420
355,E0072,ROL002,2024-06,27.5,C014,660
356,E0073,ROL001,2024-06,26.5,C020,1113
357,E0073,ROL001,2024-06,13.5,C010,567
358,E0073,ROL003,2024-06,9,C011,270
359,E0073,ROL003,2024-06,11,C002,330
360,E0073,ROL003,2024-06,11,C001,330
361,E0073,ROL003,2024-06,9,C012,270
362,E0075,ROL003,2024-06,32,C015,960
363,E0076,ROL003,2024-06,12,C010,360
364,E0076,ROL003,2024-06,24.5,C019,735
365,E0076,ROL003,2024-06,9.5,C005,285
366,E0076,ROL003,2024-06,9.5,C005,285
367,E0076,ROL006,2024-06,91,C010,2639
368,E0077,ROL003,2024-06,28.5,C005,855
369,E0080,ROL006,2024-06,28,C001,812
370,E0080,ROL006,2024-06,15.5,C010,449.5
371,E0082,ROL001,2024-06,38,C002,1596
372,E0082,ROL001,2024-06,17,C042,714
373,E0083,ROL008,2024-06,66.5,C019,2394
374,E0083,ROL008,2024-06,40,C002,1440
375,E0083,ROL008,2024-06,26.5,C032,954
376,E0083,ROL008,2024-06,26.5,C002,954
377,E0083,ROL010,2024-06,22.5,C001,585
378,E0083,ROL010,2024-06,12.5,C008,325
379,E0083,ROL010,2024-06,22.5,C002,585
380,E0084,ROL001,2024-06,38.5,C005,1617
381,E0084,ROL001,2024-06,77.5,C002,3255
382,E0084,ROL001,2024-06,77.5,C001,3255
383,E0096,ROL003,2024-06,54,C005,1620
384,E0104,ROL003,2024-06,5,C039,150
385,E0104,ROL003,2024-06,6,C020,180
386,E0104,ROL006,2024-06,39,C001,1131
387,E0104,ROL006,2024-06,78.5,C001,2276.5
388,E0104,ROL006,2024-06,26,C001,754
389,E0104,ROL006,2024-06,78.5,C005,2276.5
390,E0111,ROL006,2024-06,12,C018,348
391,E0118,ROL001,2024-06,13,C001,546
392,E0118,ROL001,2024-06,10.5,C014,441
393,E0119,ROL008,2024-06,37.5,C005,1350
394,E0119,ROL008,2024-06,12.5,C002,450
395,E0119,ROL010,2024-06,43,C002,1118
396,E0119,ROL010,2024-06,43,C001,1118
397,E0119,ROL010,2024-06,35.5,C016,923
398,E0120,ROL001,2024-06,46.5,C001,1953
399,E0120,ROL006,2024-06,24.5,C001,710.5
400,E0001,ROL003,2024-07,5.5,C045,170.5
401,E0001,ROL003,2024-07,16.5,C001,511.5
402,E0001,ROL003,2024-07,27.5,C017,852.5
403,E0001,ROL006,2024-07,3,C046,90
404,E0001,ROL006,2024-07,11.5,C009,345
405,E0003,ROL008,2024-07,7,C005,259
406,E0003,ROL008,2024-07,17.5,C019,647.5
407,E0003,ROL010,2024-07,5,C005,135
408,E0003,ROL010,2024-07,5.5,C018,148.5
409,E0003,ROL010,2024-07,16.5,C017,445.5
410,E0006,ROL001,2024-07,21,C002,903
411,E0006,ROL001,2024-07,21,C001,903
412,E0006,ROL001,2024-07,42,C001,1806
413,E0006,ROL001,2024-07,17.5,C018,752.5
414,E0007,ROL001,2024-07,4,C032,172
415,E0007,ROL001,2024-07,4,C002,172
416,E0007,ROL008,2024-07,10.5,C021,388.5
417,E0007,ROL010,2024-07,2,C040,54
418,E0007,ROL010,2024-07,5,C002,135
419,E0007,ROL010,2024-07,10,C001,270
420,E0008,ROL003,2024-07,5.5,C016,170.5
421,E0008,ROL003,2024-07,3,C005,93
422,E0008,ROL003,2024-07,6.5,C005,201.5
423,E0008,ROL003,2024-07,6.5,C005,201.5
424,E0008,ROL005,2024-07,11.5,C002,322
425,E0011,ROL003,2024-07,27.5,C002,852.5
426,E0011,ROL003,2024-07,7.5,C009,232.5
427,E0012,ROL008,2024-07,7,C005,259
428,E0012,ROL008,2024-07,12,C009,444
429,E0012,ROL010,2024-07,25,C001,675
430,E0012,ROL010,2024-07,12.5,C005,337.5
431,E0012,ROL010,2024-07,12.5,C002,337.5
432,E0012,ROL010,2024-07,2.5,C022,67.5
433,E0015,ROL001,2024-07,28.5,C001,1225.5
434,E0015,ROL008,2024-07,45.5,C001,1683.5
435,E0015,ROL008,2024-07,9.5,C019,351.5
436,E0020,ROL008,2024-07,4.5,C005,166.5
437,E0020,ROL008,2024-07,14,C001,518
438,E0020,ROL008,2024-07,23.5,C007,869.5
439,E0020,ROL008,2024-07,18.5,C028,684.5
440,E0020,ROL010,2024-07,6,C005,162
441,E0020,ROL010,2024-07,12.5,C001,337.5
442,E0023,ROL003,2024-07,5.5,C001,170.5
443,E0023,ROL006,2024-07,17,C016,510
444,E0023,ROL006,2024-07,20,C002,600
445,E0023,ROL006,2024-07,6.5,C031,195
446,E0024,ROL001,2024-07,12,C002,516
447,E0024,ROL004,2024-07,7.5,C005,217.5
448,E0024,ROL004,2024-07,4,C013,116
449,E0024,ROL005,2024-07,11.5,C030,322
450,E0024,ROL005,2024-07,14,C006,392
451,E0025,ROL001,2024-07,10,C005,430
452,E0025,ROL001,2024-07,39.5,C002,1698.5
453,E0025,ROL001,2024-07,13,C002,559
454,E0025,ROL001,2024-07,19.5,C005,838.5
455,E0028,ROL001,2024-07,35.5,C002,1526.5
456,E0028,ROL001,2024-07,35.5,C002,1526.5
457,E0028,ROL001,2024-07,17.5,C002,752.5
458,E0028,ROL001,2024-07,12,C001,516
459,E0030,ROL001,2024-07,10.5,C020,451.5
460,E0034,ROL001,2024-07,24,C010,1032
461,E0034,ROL001,2024-07,14.5,C001,623.5
462,E0034,ROL001,2024-07,7,C005,301
463,E0034,ROL005,2024-07,4.5,C001,126
464,E0034,ROL005,2024-07,7.5,C017,210
465,E0034,ROL005,2024-07,1.5,C005,42
466,E0034,ROL005,2024-07,3,C034,84
467,E0035,ROL008,2024-07,3,C001,111
468,E0035,ROL010,2024-07,14.5,C002,391.5
469,E0035,ROL010,2024-07,14.5,C002,391.5
470,E0035,ROL010,2024-07,9.5,C001,256.5
471,E0038,ROL008,2024-07,19.5,C017,721.5
472,E0038,ROL008,2024-07,5.5,C005,203.5
473,E0038,ROL010,2024-07,10,C015,270
474,E0038,ROL010,2024-07,12,C002,324
475,E0038,ROL010,2024-07,6.5,C006,175.5
476,E0041,ROL001,2024-07,2.5,C017,107.5
477,E0042,ROL007,2024-07,10,C025,210
478,E0042,ROL009,2024-07,25,C031,575
479,E0042,ROL009,2024-07,12.5,C001,287.5
480,E0043,ROL002,2024-07,14.5,C029,362.5
481,E0043,ROL002,2024-07,21.5,C001,537.5
482,E0043,ROL002,2024-07,6,C017,150
483,E0043,ROL002,2024-07,18,C018,450
484,E0043,ROL004,2024-07,3,C001,87
485,E0043,ROL004,2024-07,3,C002,87
486,E0045,ROL008,2024-07,2,C019,74
487,E0045,ROL008,2024-07,8.5,C020,314.5
488,E0045,ROL008,2024-07,5,C005,185
489,E0045,ROL008,2024-07,1.5,C005,55.5
490,E0045,ROL010,2024-07,2.5,C013,67.5
491,E0045,ROL010,2024-07,4.5,C001,121.5
492,E0045,ROL010,2024-07,4.5,C002,121.5
493,E0045,ROL010,2024-07,11,C016,297
494,E0052,ROL003,2024-07,32.5,C002,1007.5
495,E0052,ROL003,2024-07,5,C005,155
496,E0052,ROL006,2024-07,30.5,C001,915
497,E0062,ROL001,2024-07,3,C005,129
498,E0062,ROL004,2024-07,6,C001,174
499,E0062,ROL004,2024-07,9.5,C002,275.5
500,E0062,ROL004,2024-07,3,C045,87
501,E0062,ROL004,2024-07,19,C001,551
502,E0064,ROL001,2024-07,13.5,C012,580.5
503,E0064,ROL001,2024-07,16.5,C001,709.5
504,E0064,ROL001,2024-07,11,C001,473
505,E0064,ROL006,2024-07,13.5,C018,405
506,E0067,ROL001,2024-07,12.5,C002,537.5
507,E0067,ROL001,2024-07,21,C012,903
508,E0067,ROL004,2024-07,9.5,C011,275.5
509,E0067,ROL004,2024-07,8.5,C005,246.5
510,E0067,ROL004,2024-07,11,C001,319
511,E0067,ROL004,2024-07,28.5,C015,826.5
512,E0068,ROL008,2024-07,12.5,C050,462.5
513,E0068,ROL008,2024-07,5,C020,185
514,E0068,ROL010,2024-07,3.5,C005,94.5
515,E0068,ROL010,2024-07,5.5,C009,148.5
516,E0068,ROL010,2024-07,3.5,C016,94.5
517,E0069,ROL001,2024-07,21,C002,903
518,E0069,ROL001,2024-07,7,C001,301
519,E0069,ROL001,2024-07,10.5,C002,451.5
520,E0072,ROL001,2024-07,9,C015,387
521,E0072,ROL001,2024-07,5.5,C045,236.5
522,E0072,ROL001,2024-07,11,C001,473
523,E0072,ROL001,2024-07,33.5,C002,1440.5
524,E0072,ROL002,2024-07,15.5,C001,387.5
525,E0072,ROL002,2024-07,31,C001,775
526,E0072,ROL002,2024-07,8.5,C014,212.5
527,E0073,ROL001,2024-07,15,C010,645
528,E0073,ROL003,2024-07,18,C001,558
529,E0073,ROL003,2024-07,12,C001,372
530,E0073,ROL003,2024-07,18,C002,558
531,E0073,ROL003,2024-07,18,C001,558
532,E0075,ROL003,2024-07,25.5,C001,790.5
533,E0075,ROL003,2024-07,17,C040,527
534,E0075,ROL003,2024-07,8.5,C040,263.5
535,E0075,ROL003,2024-07,5.5,C050,170.5
536,E0076,ROL003,2024-07,26.5,C002,821.5
537,E0076,ROL003,2024-07,13,C001,403
538,E0076,ROL003,2024-07,26.5,C002,821.5
539,E0076,ROL003,2024-07,26.5,C002,821.5
540,E0076,ROL006,2024-07,15.5,C011,465
541,E0076,ROL006,2024-07,31,C014,930
542,E0077,ROL003,2024-07,11.5,C002,356.5
543,E0077,ROL003,2024-07,14,C008,434
544,E0080,ROL005,2024-07,3.5,C045,98
545,E0080,ROL005,2024-07,3.5,C005,98
546,E0080,ROL005,2024-07,7.5,C001,210
547,E0080,ROL005,2024-07,9.5,C013,266
548,E0080,ROL006,2024-07,9,C020,270
549,E0080,ROL006,2024-07,11,C002,330
550,E0080,ROL006,2024-07,16.5,C005,495
551,E0080,ROL006,2024-07,16.5,C002,495
552,E0082,ROL001,2024-07,2.5,C005,107.5
553,E0082,ROL001,2024-07,10.5,C037,451.5
554,E0083,ROL008,2024-07,10.5,C018,388.5
555,E0083,ROL008,2024-07,16,C015,592
556,E0083,ROL008,2024-07,16,C008,592
557,E0083,ROL008,2024-07,10.5,C020,388.5
558,E0083,ROL010,2024-07,6,C005,162
559,E0083,ROL010,2024-07,6.5,C008,175.5
